,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
114,90506,0,0,0.00,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,90601,"31,974","2,818","11,549","$418,600",11.35,0.25,"11,027","$69,375","15,312",48&percnt;,"16,662",52&percnt;,"19,625",61.4&percnt;,426,1.3&percnt;,413,1.3&percnt;,"1,731",5.4&percnt;,42,0.1&percnt;,"8,095",25.3&percnt;,"1,642",5.1&percnt;,"5,338",48&percnt;,"2,573",23&percnt;,"2,511",23&percnt;,605,5&percnt;,"6,903",63&percnt;,"4,124",37&percnt;,"31,920",99.8&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,54,0.2&percnt;,"5,219",45&percnt;,"1,324",11&percnt;,"4,484",39&percnt;,522,5&percnt;,273,52&percnt;,14,3&percnt;,81,16&percnt;,20,4&percnt;,34,7&percnt;,0,0&percnt;,100,19&percnt;,303,7&percnt;,"1,261",28&percnt;,"1,719",38&percnt;,"1,182",26&percnt;,"10,885",42&percnt;,"5,788",22&percnt;,"9,296",36&percnt;,"10,885",42&percnt;,"5,788",22&percnt;,"9,296",36&percnt;,"13,231",90.2&percnt;,424,2.9&percnt;,0,0.0&percnt;,44,0.3&percnt;,615,4.2&percnt;,352,2.4&percnt;,"1,533",14&percnt;,"5,347",50&percnt;,930,9&percnt;,"1,882",18&percnt;,664,6&percnt;,182,2&percnt;,102,1&percnt;,"5,111",77.5&percnt;,"1,104",16.7&percnt;,384,5.8&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,90602,"25,777","6,947","8,451","$414,200",3.71,0.00,"7,980","$49,873","12,720",49&percnt;,"13,057",51&percnt;,"15,216",59.0&percnt;,388,1.5&percnt;,387,1.5&percnt;,814,3.2&percnt;,34,0.1&percnt;,"7,856",30.5&percnt;,"1,082",4.2&percnt;,"3,543",44&percnt;,"2,138",27&percnt;,"1,721",22&percnt;,578,7&percnt;,"4,493",56&percnt;,"3,487",44&percnt;,"24,660",95.7&percnt;,0,0.0&percnt;,6,0.0&percnt;,129,0.5&percnt;,0,0.0&percnt;,822,3.2&percnt;,0,0.0&percnt;,160,0.6&percnt;,"2,435",29&percnt;,515,6&percnt;,"5,030",60&percnt;,471,6&percnt;,287,61&percnt;,19,4&percnt;,58,12&percnt;,8,2&percnt;,30,6&percnt;,0,0&percnt;,69,15&percnt;,455,9&percnt;,"2,060",40&percnt;,"1,955",38&percnt;,655,13&percnt;,"7,989",40&percnt;,"4,920",25&percnt;,"7,072",35&percnt;,"7,989",40&percnt;,"4,920",25&percnt;,"7,072",35&percnt;,"9,560",85.7&percnt;,410,3.7&percnt;,10,0.1&percnt;,13,0.1&percnt;,893,8.0&percnt;,263,2.4&percnt;,"1,791",24.7&percnt;,"3,588",49.5&percnt;,438,6.0&percnt;,917,12.6&percnt;,352,4.9&percnt;,141,1.9&percnt;,28,0.4&percnt;,"4,535",81.0&percnt;,496,8.9&percnt;,570,10.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,90603,"20,063","6,136","7,007","$423,500",3.27,0.00,"6,788","$90,477","9,694",48&percnt;,"10,369",52&percnt;,"14,889",74.2&percnt;,180,0.9&percnt;,146,0.7&percnt;,"1,007",5.0&percnt;,13,0.1&percnt;,"2,995",14.9&percnt;,833,4.2&percnt;,"3,990",59&percnt;,"1,207",18&percnt;,"1,317",19&percnt;,274,4&percnt;,"4,262",63&percnt;,"2,526",37&percnt;,"19,881",99.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,153,0.8&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,29,0.1&percnt;,"4,103",59&percnt;,"1,261",18&percnt;,"1,424",20&percnt;,219,3&percnt;,57,26&percnt;,6,3&percnt;,64,29&percnt;,20,9&percnt;,13,6&percnt;,0,0&percnt;,59,27&percnt;,209,17&percnt;,165,13&percnt;,351,28&percnt;,511,41&percnt;,"6,893",43&percnt;,"3,382",21&percnt;,"5,846",36&percnt;,"6,893",43&percnt;,"3,382",21&percnt;,"5,846",36&percnt;,"8,708",93.7&percnt;,178,1.9&percnt;,0,0.0&percnt;,19,0.2&percnt;,87,0.9&percnt;,302,3.2&percnt;,427,6.9&percnt;,"3,332",54.1&percnt;,616,10.0&percnt;,"1,222",19.8&percnt;,378,6.1&percnt;,149,2.4&percnt;,39,0.6&percnt;,"3,043",70.8&percnt;,935,21.8&percnt;,319,7.4&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,90605,"40,331","7,136","10,897","$357,100",5.65,0.01,"10,527","$67,482","20,033",50&percnt;,"20,298",50&percnt;,"24,171",59.9&percnt;,496,1.2&percnt;,465,1.2&percnt;,"1,398",3.5&percnt;,106,0.3&percnt;,"12,034",29.8&percnt;,"1,661",4.1&percnt;,"6,162",59&percnt;,"2,656",25&percnt;,"1,295",12&percnt;,414,4&percnt;,"5,152",49&percnt;,"5,375",51&percnt;,"40,072",99.4&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,106,0.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,153,0.4&percnt;,"5,817",53&percnt;,"1,330",12&percnt;,"3,380",31&percnt;,370,3&percnt;,98,26&percnt;,12,3&percnt;,76,21&percnt;,23,6&percnt;,18,5&percnt;,0,0&percnt;,143,39&percnt;,155,4&percnt;,404,12&percnt;,"1,574",46&percnt;,"1,312",38&percnt;,"12,930",41&percnt;,"6,943",22&percnt;,"12,046",38&percnt;,"12,930",41&percnt;,"6,943",22&percnt;,"12,046",38&percnt;,"16,191",90.7&percnt;,416,2.3&percnt;,0,0.0&percnt;,26,0.1&percnt;,600,3.4&percnt;,617,3.5&percnt;,"3,204",25.4&percnt;,"6,576",52.0&percnt;,"1,062",8.4&percnt;,"1,114",8.8&percnt;,384,3.0&percnt;,222,1.8&percnt;,75,0.6&percnt;,"8,295",84.9&percnt;,699,7.2&percnt;,777,8.0&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,90606,"32,396","8,564","8,931","$328,200",3.78,0.08,"8,633","$61,800","15,936",49&percnt;,"16,460",51&percnt;,"18,956",58.5&percnt;,338,1.0&percnt;,469,1.4&percnt;,547,1.7&percnt;,53,0.2&percnt;,"10,825",33.4&percnt;,"1,208",3.7&percnt;,"4,668",54&percnt;,"2,415",28&percnt;,"1,220",14&percnt;,330,4&percnt;,"4,420",51&percnt;,"4,213",49&percnt;,"32,150",99.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,202,0.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,44,0.1&percnt;,"4,678",52&percnt;,"1,215",14&percnt;,"2,740",31&percnt;,298,3&percnt;,144,48&percnt;,5,2&percnt;,59,20&percnt;,25,8&percnt;,8,3&percnt;,0,0&percnt;,57,19&percnt;,180,7&percnt;,670,25&percnt;,936,34&percnt;,930,34&percnt;,"10,276",40&percnt;,"5,660",22&percnt;,"9,632",38&percnt;,"10,276",40&percnt;,"5,660",22&percnt;,"9,632",38&percnt;,"12,579",89.8&percnt;,406,2.9&percnt;,0,0.0&percnt;,97,0.7&percnt;,652,4.7&percnt;,275,2.0&percnt;,"3,178",32.6&percnt;,"5,157",52.9&percnt;,547,5.6&percnt;,657,6.7&percnt;,156,1.6&percnt;,39,0.4&percnt;,19,0.2&percnt;,"5,864",80.0&percnt;,859,11.7&percnt;,604,8.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,90620,"45,113","7,058","13,680","$393,600",6.39,0.01,"13,268","$77,526","22,241",49&percnt;,"22,872",51&percnt;,"23,395",51.9&percnt;,"1,419",3.1&percnt;,384,0.9&percnt;,"11,419",25.3&percnt;,295,0.7&percnt;,"5,731",12.7&percnt;,"2,470",5.5&percnt;,"7,974",60&percnt;,"2,913",22&percnt;,"1,784",13&percnt;,597,4&percnt;,"7,674",58&percnt;,"5,594",42&percnt;,"44,657",99.0&percnt;,0,0.0&percnt;,13,0.0&percnt;,217,0.5&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,226,0.5&percnt;,"7,431",54&percnt;,"2,018",15&percnt;,"3,819",28&percnt;,412,3&percnt;,199,48&percnt;,23,6&percnt;,88,21&percnt;,23,6&percnt;,18,4&percnt;,0,0&percnt;,61,15&percnt;,118,4&percnt;,239,7&percnt;,"1,456",43&percnt;,"1,539",46&percnt;,"14,361",40&percnt;,"7,898",22&percnt;,"13,993",39&percnt;,"14,361",40&percnt;,"7,898",22&percnt;,"13,993",39&percnt;,"18,129",89&percnt;,456,2&percnt;,0,0&percnt;,234,1&percnt;,796,4&percnt;,658,3&percnt;,"1,981",14.1&percnt;,"7,024",49.9&percnt;,"1,297",9.2&percnt;,"2,938",20.9&percnt;,644,4.6&percnt;,89,0.6&percnt;,99,0.7&percnt;,"7,307",81&percnt;,"1,003",11&percnt;,667,7&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,90621,"35,153","8,487","10,803","$394,900",4.14,0.02,"10,304","$54,126","17,377",49&percnt;,"17,776",51&percnt;,"12,929",36.8&percnt;,"1,617",4.6&percnt;,472,1.3&percnt;,"10,019",28.5&percnt;,153,0.4&percnt;,"8,301",23.6&percnt;,"1,662",4.7&percnt;,"5,567",54&percnt;,"2,590",25&percnt;,"1,585",15&percnt;,562,5&percnt;,"5,574",54&percnt;,"4,730",46&percnt;,"34,795",99.0&percnt;,0,0.0&percnt;,6,0.0&percnt;,25,0.1&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,327,0.9&percnt;,"3,275",30&percnt;,730,7&percnt;,"6,299",58&percnt;,499,5&percnt;,323,65&percnt;,11,2&percnt;,66,13&percnt;,9,2&percnt;,22,4&percnt;,0,0&percnt;,68,14&percnt;,258,4&percnt;,"1,464",23&percnt;,"3,738",57&percnt;,"1,041",16&percnt;,"10,542",38&percnt;,"7,506",27&percnt;,"9,398",34&percnt;,"10,542",38&percnt;,"7,506",27&percnt;,"9,398",34&percnt;,"13,197",82.8&percnt;,"1,011",6.3&percnt;,20,0.1&percnt;,111,0.7&percnt;,"1,202",7.5&percnt;,403,2.5&percnt;,"2,622",24&percnt;,"4,400",40&percnt;,498,5&percnt;,"2,299",21&percnt;,730,7&percnt;,184,2&percnt;,132,1&percnt;,"6,388",83.9&percnt;,488,6.4&percnt;,736,9.7&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,90623,"15,554","8,582","5,215","$572,100",1.81,0.02,"5,072","$85,100","7,516",48&percnt;,"8,038",52&percnt;,"5,747",36.9&percnt;,796,5.1&percnt;,56,0.4&percnt;,"7,489",48.1&percnt;,48,0.3&percnt;,761,4.9&percnt;,657,4.2&percnt;,"3,331",66&percnt;,880,17&percnt;,713,14&percnt;,148,3&percnt;,"3,131",62&percnt;,"1,941",38&percnt;,"15,534",99.9&percnt;,0,0.0&percnt;,6,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,14,0.1&percnt;,"2,811",54&percnt;,836,16&percnt;,"1,425",27&percnt;,143,3&percnt;,91,64&percnt;,7,5&percnt;,12,8&percnt;,3,2&percnt;,11,8&percnt;,0,0&percnt;,19,13&percnt;,41,3&percnt;,119,9&percnt;,805,60&percnt;,377,28&percnt;,"4,775",38&percnt;,"2,823",22&percnt;,"5,077",40&percnt;,"4,775",38&percnt;,"2,823",22&percnt;,"5,077",40&percnt;,"6,352",92&percnt;,101,1&percnt;,0,0&percnt;,0,0&percnt;,231,3&percnt;,187,3&percnt;,282,6&percnt;,"1,944",40&percnt;,458,9&percnt;,"1,491",31&percnt;,460,9&percnt;,177,4&percnt;,70,1&percnt;,"2,735",87&percnt;,344,11&percnt;,76,2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,90630,"47,993","7,835","16,204","$494,900",6.13,0.01,"15,785","$78,745","23,204",48&percnt;,"24,789",52&percnt;,"26,056",54.3&percnt;,"1,458",3.0&percnt;,292,0.6&percnt;,"15,063",31.4&percnt;,235,0.5&percnt;,"2,512",5.2&percnt;,"2,377",5.0&percnt;,"9,660",61&percnt;,"3,061",19&percnt;,"2,437",15&percnt;,627,4&percnt;,"9,259",59&percnt;,"6,526",41&percnt;,"47,656",99.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,337,0.7&percnt;,"8,594",53&percnt;,"2,481",15&percnt;,"4,710",29&percnt;,419,3&percnt;,177,42&percnt;,13,3&percnt;,99,24&percnt;,17,4&percnt;,21,5&percnt;,0,0&percnt;,92,22&percnt;,50,1&percnt;,"1,008",20&percnt;,"2,064",42&percnt;,"1,843",37&percnt;,"15,365",39&percnt;,"10,230",26&percnt;,"13,602",35&percnt;,"15,365",39&percnt;,"10,230",26&percnt;,"13,602",35&percnt;,"21,126",91.7&percnt;,253,1.1&percnt;,12,0.1&percnt;,115,0.5&percnt;,863,3.7&percnt;,672,2.9&percnt;,993,7&percnt;,"6,480",43&percnt;,"1,497",10&percnt;,"4,281",28&percnt;,"1,465",10&percnt;,273,2&percnt;,220,1&percnt;,"7,672",80.8&percnt;,"1,144",12.0&percnt;,684,7.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,90631,"67,619","4,863","22,497","$416,400",13.90,0.01,"21,452","$65,804","33,320",49&percnt;,"34,299",51&percnt;,"40,590",60.0&percnt;,"1,092",1.6&percnt;,564,0.8&percnt;,"6,594",9.8&percnt;,109,0.2&percnt;,"15,816",23.4&percnt;,"2,854",4.2&percnt;,"11,824",55&percnt;,"4,532",21&percnt;,"3,994",19&percnt;,"1,102",5&percnt;,"12,741",59&percnt;,"8,711",41&percnt;,"67,241",99.4&percnt;,0,0.0&percnt;,6,0.0&percnt;,177,0.3&percnt;,4,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,191,0.3&percnt;,"10,156",45&percnt;,"3,079",14&percnt;,"8,217",37&percnt;,"1,045",5&percnt;,546,52&percnt;,19,2&percnt;,182,17&percnt;,40,4&percnt;,52,5&percnt;,0,0&percnt;,206,20&percnt;,"1,717",20&percnt;,"1,945",23&percnt;,"3,158",37&percnt;,"1,613",19&percnt;,"21,371",40&percnt;,"13,171",25&percnt;,"18,283",35&percnt;,"21,371",40&percnt;,"13,171",25&percnt;,"18,283",35&percnt;,"27,858",89.8&percnt;,"1,146",3.7&percnt;,0,0.0&percnt;,113,0.4&percnt;,"1,168",3.8&percnt;,739,2.4&percnt;,"4,265",20.1&percnt;,"10,571",49.8&percnt;,"1,406",6.6&percnt;,"3,135",14.8&percnt;,"1,227",5.8&percnt;,510,2.4&percnt;,125,0.6&percnt;,"11,729",79.7&percnt;,"1,734",11.8&percnt;,"1,245",8.5&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,90638,"49,012","6,217","15,236","$401,600",7.88,0.02,"14,821","$81,722","23,520",48&percnt;,"25,492",52&percnt;,"29,785",60.8&percnt;,"1,105",2.3&percnt;,394,0.8&percnt;,"8,734",17.8&percnt;,145,0.3&percnt;,"6,720",13.7&percnt;,"2,129",4.3&percnt;,"9,065",61&percnt;,"2,561",17&percnt;,"2,549",17&percnt;,646,4&percnt;,"9,397",63&percnt;,"5,424",37&percnt;,"46,146",94.2&percnt;,0,0.0&percnt;,0,0.0&percnt;,271,0.6&percnt;,0,0.0&percnt;,"2,483",5.1&percnt;,0,0.0&percnt;,112,0.2&percnt;,"9,063",59&percnt;,"2,661",17&percnt;,"3,097",20&percnt;,415,3&percnt;,132,32&percnt;,12,3&percnt;,92,22&percnt;,36,9&percnt;,32,8&percnt;,0,0&percnt;,111,27&percnt;,762,24&percnt;,735,23&percnt;,483,15&percnt;,"1,212",38&percnt;,"14,994",38&percnt;,"9,495",24&percnt;,"15,381",39&percnt;,"14,994",38&percnt;,"9,495",24&percnt;,"15,381",39&percnt;,"19,568",90.3&percnt;,447,2.1&percnt;,0,0.0&percnt;,57,0.3&percnt;,922,4.3&percnt;,676,3.1&percnt;,"1,776",12&percnt;,"7,757",51&percnt;,"1,315",9&percnt;,"2,612",17&percnt;,"1,239",8&percnt;,164,1&percnt;,257,2&percnt;,"7,210",78.5&percnt;,"1,207",13.1&percnt;,764,8.3&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,90640,"62,549","7,367","19,785","$385,200",8.49,0.04,"19,027","$47,438","30,189",48&percnt;,"32,360",52&percnt;,"33,662",53.8&percnt;,567,0.9&percnt;,633,1.0&percnt;,"6,841",10.9&percnt;,58,0.1&percnt;,"18,462",29.5&percnt;,"2,326",3.7&percnt;,"9,092",48&percnt;,"5,693",30&percnt;,"3,350",18&percnt;,892,5&percnt;,"10,854",57&percnt;,"8,173",43&percnt;,"62,149",99.4&percnt;,2,0.0&percnt;,2,0.0&percnt;,350,0.6&percnt;,7,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,39,0.1&percnt;,"6,191",31&percnt;,"2,583",13&percnt;,"10,253",52&percnt;,758,4&percnt;,443,58&percnt;,15,2&percnt;,81,11&percnt;,19,3&percnt;,47,6&percnt;,0,0&percnt;,153,20&percnt;,505,5&percnt;,"3,550",35&percnt;,"4,667",45&percnt;,"1,557",15&percnt;,"19,459",39&percnt;,"8,685",18&percnt;,"21,442",43&percnt;,"19,459",39&percnt;,"8,685",18&percnt;,"21,442",43&percnt;,"22,331",87.0&percnt;,"1,500",5.8&percnt;,10,0.0&percnt;,26,0.1&percnt;,626,2.4&percnt;,"1,164",4.5&percnt;,"6,062",30.9&percnt;,"8,748",44.6&percnt;,"1,233",6.3&percnt;,"2,674",13.6&percnt;,527,2.7&percnt;,285,1.5&percnt;,90,0.5&percnt;,"10,127",81.4&percnt;,955,7.7&percnt;,"1,356",10.9&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,90650,"105,549","10,761","28,083","$315,500",9.81,0.04,"27,130","$60,770","52,364",50&percnt;,"53,185",50&percnt;,"52,089",49.4&percnt;,"4,593",4.4&percnt;,"1,213",1.1&percnt;,"12,700",12.0&percnt;,431,0.4&percnt;,"29,954",28.4&percnt;,"4,569",4.3&percnt;,"15,190",56&percnt;,"7,393",27&percnt;,"3,417",13&percnt;,"1,130",4&percnt;,"13,452",50&percnt;,"13,678",50&percnt;,"103,934",98.5&percnt;,16,0.0&percnt;,225,0.2&percnt;,474,0.4&percnt;,585,0.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,315,0.3&percnt;,"14,321",51&percnt;,"3,350",12&percnt;,"9,459",34&percnt;,953,3&percnt;,378,40&percnt;,25,3&percnt;,244,26&percnt;,33,3&percnt;,24,3&percnt;,0,0&percnt;,249,26&percnt;,831,9&percnt;,"2,580",27&percnt;,"2,953",31&percnt;,"3,080",33&percnt;,"33,008",41&percnt;,"17,379",21&percnt;,"31,049",38&percnt;,"33,008",41&percnt;,"17,379",21&percnt;,"31,049",38&percnt;,"40,905",91.1&percnt;,"1,750",3.9&percnt;,14,0.0&percnt;,99,0.2&percnt;,"1,255",2.8&percnt;,862,1.9&percnt;,"8,169",26.1&percnt;,"16,480",52.6&percnt;,"2,159",6.9&percnt;,"3,019",9.6&percnt;,"1,130",3.6&percnt;,230,0.7&percnt;,116,0.4&percnt;,"20,740",86.7&percnt;,"1,288",5.4&percnt;,"1,901",7.9&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,90660,"62,928","8,120","17,106","$330,000",7.75,0.49,"16,564","$57,605","30,738",49&percnt;,"32,190",51&percnt;,"37,403",59.4&percnt;,601,1.0&percnt;,871,1.4&percnt;,"1,615",2.6&percnt;,42,0.1&percnt;,"20,062",31.9&percnt;,"2,334",3.7&percnt;,"8,839",53&percnt;,"4,805",29&percnt;,"2,277",14&percnt;,643,4&percnt;,"8,492",51&percnt;,"8,072",49&percnt;,"62,474",99.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,415,0.7&percnt;,0,0.0&percnt;,0,0.0&percnt;,0,0.0&percnt;,39,0.1&percnt;,"8,812",52&percnt;,"2,629",15&percnt;,"5,123",30&percnt;,542,3&percnt;,220,41&percnt;,10,2&percnt;,120,22&percnt;,21,4&percnt;,25,5&percnt;,0,0&percnt;,146,27&percnt;,469,9&percnt;,"1,158",22&percnt;,"1,978",38&percnt;,"1,639",31&percnt;,"19,904",40&percnt;,"9,613",19&percnt;,"19,946",40&percnt;,"19,904",40&percnt;,"9,613",19&percnt;,"19,946",40&percnt;,"23,875",89.2&percnt;,888,3.3&percnt;,0,0.0&percnt;,12,0.0&percnt;,996,3.7&percnt;,"1,007",3.8&percnt;,"6,051",31.1&percnt;,"10,394",53.4&percnt;,"1,038",5.3&percnt;,"1,586",8.1&percnt;,317,1.6&percnt;,38,0.2&percnt;,52,0.3&percnt;,"11,631",85.6&percnt;,978,7.2&percnt;,977,7.2&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,90670,"14,866","1,757","4,616","$342,800",8.46,0.04,"4,393","$55,525","7,163",48&percnt;,"7,703",52&percnt;,"8,805",59.2&percnt;,334,2.2&percnt;,209,1.4&percnt;,637,4.3&percnt;,31,0.2&percnt;,"4,245",28.6&percnt;,605,4.1&percnt;,"2,203",50&percnt;,"1,197",27&percnt;,844,19&percnt;,149,3&percnt;,"2,513",57&percnt;,"1,880",43&percnt;,"14,673",98.7&percnt;,45,0.3&percnt;,0,0.0&percnt;,0,0.0&percnt;,63,0.4&percnt;,0,0.0&percnt;,0,0.0&percnt;,85,0.6&percnt;,"2,117",46&percnt;,701,15&percnt;,"1,575",34&percnt;,223,5&percnt;,105,47&percnt;,6,3&percnt;,62,28&percnt;,2,1&percnt;,4,2&percnt;,0,0&percnt;,44,20&percnt;,468,25&percnt;,430,23&percnt;,469,25&percnt;,514,27&percnt;,"4,676",38&percnt;,"2,026",17&percnt;,"5,564",45&percnt;,"4,676",38&percnt;,"2,026",17&percnt;,"5,564",45&percnt;,"5,815",93.8&percnt;,283,4.6&percnt;,0,0.0&percnt;,0,0.0&percnt;,39,0.6&percnt;,64,1.0&percnt;,"1,030",22.5&percnt;,"2,593",56.6&percnt;,359,7.8&percnt;,471,10.3&percnt;,42,0.9&percnt;,67,1.5&percnt;,19,0.4&percnt;,"2,952",90.1&percnt;,138,4.2&percnt;,186,5.7&percnt;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
